date,day_index,day_of_week,lunch_period,menu_item,item_category,component_type,sealed_or_whole,cold_chain_required,planned_count,staged_count,selected_count,unopened_return_count,share_table_pickup_count,afterschool_pickup_count,discarded_count,tray_waste_kg,expected_attendance,actual_attendance,expected_lunch_period_attendance,actual_lunch_period_attendance,weather_tag,event_tag,entree,entree_popularity_score,line_position,share_table_monitor,cooler_capacity,afterschool_activity_count,stockout_occurred,intervention_used,estimated_kg_diverted,estimated_co2e_avoided,estimated_cost_protected,kg_per_item,cost_per_item,co2e_kg_per_item,ghost_component_rate,high_ghost_risk
2025-10-08,41,Wednesday,1,granola pack,sealed side,grain,1,0,112,112,100,5,0,1,4,0.85,1023,1024,526,521,normal,normal,chicken sandwich,0.197,after_entree,0,0,171,0,none,0.04,0.06,0.32,0.04,0.32,0.06,0.05,0
2025-10-08,41,Wednesday,1,veggie wrap,cold entree,entree,1,1,93,93,83,7,0,1,6,0.0,1023,1024,526,521,normal,normal,chicken sandwich,0.172,entree_station,0,0,171,0,none,0.3,0.55,1.75,0.3,1.75,0.55,0.0843,0
2025-10-08,41,Wednesday,1,chicken sandwich,hot entree,entree,0,0,239,239,226,0,0,0,0,1.73,1023,1024,526,521,normal,normal,chicken sandwich,0.438,entree_station,0,0,171,0,none,0.0,0.0,0.0,0.34,1.85,0.9,0.0,0
2025-10-08,41,Wednesday,2,white milk,cold beverage,milk,1,1,277,277,236,40,0,2,38,0.36,1023,1024,493,504,normal,normal,chicken sandwich,0.523,before_cashier,0,0,171,0,none,0.48,0.66,0.84,0.24,0.42,0.33,0.1695,1
2025-10-08,41,Wednesday,2,chocolate milk,cold beverage,milk,1,1,185,185,182,30,0,3,27,0.0,1023,1024,493,504,normal,normal,chicken sandwich,0.36,before_cashier,0,0,171,0,none,0.72,1.02,1.32,0.24,0.44,0.34,0.1648,1
2025-10-08,41,Wednesday,2,apple,whole fruit,fruit,1,0,218,218,198,59,12,28,19,0.0,1023,1024,493,504,normal,normal,chicken sandwich,0.449,before_cashier,0,0,171,0,none,7.2,3.2,14.4,0.18,0.36,0.08,0.298,1
2025-10-08,41,Wednesday,2,banana,whole fruit,fruit,1,0,167,167,160,31,7,11,13,0.37,1023,1024,493,504,normal,normal,chicken sandwich,0.335,before_cashier,0,0,171,0,none,2.52,1.26,6.12,0.14,0.34,0.07,0.1938,1
2025-10-08,41,Wednesday,2,fruit cup,sealed side,fruit,1,0,151,151,135,15,4,6,5,1.72,1023,1024,493,504,normal,normal,chicken sandwich,0.279,after_entree,0,0,171,0,none,1.2,1.0,5.5,0.12,0.55,0.1,0.1111,0
2025-10-08,41,Wednesday,2,baby carrots,sealed side,vegetable,1,0,133,133,114,24,6,10,8,1.47,1023,1024,493,504,normal,normal,chicken sandwich,0.262,before_cashier,0,0,171,0,none,1.44,0.96,6.08,0.09,0.38,0.06,0.2105,1
2025-10-08,41,Wednesday,2,yogurt cup,sealed side,protein side,1,1,98,98,82,12,0,0,12,1.58,1023,1024,493,504,normal,normal,chicken sandwich,0.181,after_entree,0,0,171,0,none,0.0,0.0,0.0,0.17,0.7,0.25,0.1463,0
2025-10-08,41,Wednesday,2,granola pack,sealed side,grain,1,0,93,93,93,0,0,0,0,0.43,1023,1024,493,504,normal,normal,chicken sandwich,0.197,after_entree,0,0,171,0,none,0.0,0.0,0.0,0.04,0.32,0.06,0.0,0
2025-10-08,41,Wednesday,2,veggie wrap,cold entree,entree,1,1,97,97,78,8,0,0,8,0.4,1023,1024,493,504,normal,normal,chicken sandwich,0.172,entree_station,0,0,171,0,none,0.0,0.0,0.0,0.3,1.75,0.55,0.1026,0
2025-10-08,41,Wednesday,2,chicken sandwich,hot entree,entree,0,0,234,234,225,0,0,0,0,2.09,1023,1024,493,504,normal,normal,chicken sandwich,0.438,entree_station,0,0,171,0,none,0.0,0.0,0.0,0.34,1.85,0.9,0.0,0
2025-10-09,42,Thursday,1,white milk,cold beverage,milk,1,1,335,335,304,36,12,10,14,1.0,975,959,522,540,hot,assembly,pasta bowl,0.57,after_entree,1,110,206,0,line_reposition,5.28,7.26,9.24,0.24,0.42,0.33,0.1184,0
2025-10-09,42,Thursday,1,chocolate milk,cold beverage,milk,1,1,226,226,193,32,11,11,10,0.0,975,959,522,540,hot,assembly,pasta bowl,0.405,after_entree,1,110,206,0,line_reposition,5.28,7.48,9.68,0.24,0.44,0.34,0.1658,1
2025-10-09,42,Thursday,1,apple,whole fruit,fruit,1,0,248,248,214,47,18,10,19,0.17,975,959,522,540,hot,assembly,pasta bowl,0.436,after_entree,1,110,206,0,line_reposition,5.04,2.24,10.08,0.18,0.36,0.08,0.2196,1
2025-10-09,42,Thursday,1,banana,whole fruit,fruit,1,0,172,172,164,17,5,5,7,0.0,975,959,522,540,hot,assembly,pasta bowl,0.335,after_entree,1,110,206,0,line_reposition,1.4,0.7,3.4,0.14,0.34,0.07,0.1037,0
2025-10-09,42,Thursday,1,fruit cup,sealed side,fruit,1,0,159,159,148,9,3,3,3,0.0,975,959,522,540,hot,assembly,pasta bowl,0.271,after_entree,1,110,206,0,line_reposition,0.72,0.6,3.3,0.12,0.55,0.1,0.0608,0
2025-10-09,42,Thursday,1,baby carrots,sealed side,vegetable,1,0,150,150,142,22,8,8,6,0.58,975,959,522,540,hot,assembly,pasta bowl,0.262,after_entree,1,110,206,0,line_reposition,1.44,0.96,6.08,0.09,0.38,0.06,0.1549,1
2025-10-09,42,Thursday,1,yogurt cup,sealed side,protein side,1,1,100,100,83,3,2,0,1,0.63,975,959,522,540,hot,assembly,pasta bowl,0.181,after_entree,1,110,206,0,line_reposition,0.34,0.5,1.4,0.17,0.7,0.25,0.0361,0
2025-10-09,42,Thursday,1,granola pack,sealed side,grain,1,0,104,104,98,2,0,0,2,0.0,975,959,522,540,hot,assembly,pasta bowl,0.197,after_entree,1,110,206,0,line_reposition,0.0,0.0,0.0,0.04,0.32,0.06,0.0204,0
2025-10-09,42,Thursday,1,pasta bowl,hot entree,entree,0,0,205,205,194,0,0,0,0,2.17,975,959,522,540,hot,assembly,pasta bowl,0.36,entree_station,1,110,206,0,line_reposition,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2025-10-09,42,Thursday,1,veggie wrap,cold entree,entree,1,1,100,100,98,20,7,6,7,0.47,975,959,522,540,hot,assembly,pasta bowl,0.172,entree_station,1,110,206,0,line_reposition,3.9,7.15,22.75,0.3,1.75,0.55,0.2041,1
2025-10-09,42,Thursday,2,white milk,cold beverage,milk,1,1,288,288,263,48,10,15,23,1.9,975,959,472,467,hot,assembly,pasta bowl,0.587,after_entree,1,110,206,0,line_reposition,6.0,8.25,10.5,0.24,0.42,0.33,0.1825,1
2025-10-09,42,Thursday,2,chocolate milk,cold beverage,milk,1,1,212,212,182,24,2,11,11,0.14,975,959,472,467,hot,assembly,pasta bowl,0.405,after_entree,1,110,206,0,line_reposition,3.12,4.42,5.72,0.24,0.44,0.34,0.1319,1
2025-10-09,42,Thursday,2,apple,whole fruit,fruit,1,0,228,228,228,51,23,11,17,0.0,975,959,472,467,hot,assembly,pasta bowl,0.449,after_entree,1,110,206,0,line_reposition,6.12,2.72,12.24,0.18,0.36,0.08,0.2237,1
2025-10-09,42,Thursday,2,banana,whole fruit,fruit,1,0,161,161,161,36,12,9,15,0.08,975,959,472,467,hot,assembly,pasta bowl,0.335,after_entree,1,110,206,1,line_reposition,2.94,1.47,7.14,0.14,0.34,0.07,0.2236,1
2025-10-09,42,Thursday,2,fruit cup,sealed side,fruit,1,0,135,135,131,12,5,2,5,1.12,975,959,472,467,hot,assembly,pasta bowl,0.279,after_entree,1,110,206,0,line_reposition,0.84,0.7,3.85,0.12,0.55,0.1,0.0916,0
2025-10-09,42,Thursday,2,baby carrots,sealed side,vegetable,1,0,138,138,113,28,8,6,14,0.0,975,959,472,467,hot,assembly,pasta bowl,0.262,after_entree,1,110,206,0,line_reposition,1.26,0.84,5.32,0.09,0.38,0.06,0.2478,1
2025-10-09,42,Thursday,2,yogurt cup,sealed side,protein side,1,1,90,90,69,9,2,5,2,0.0,975,959,472,467,hot,assembly,pasta bowl,0.181,after_entree,1,110,206,0,line_reposition,1.19,1.75,4.9,0.17,0.7,0.25,0.1304,0
2025-10-09,42,Thursday,2,granola pack,sealed side,grain,1,0,99,99,91,2,0,1,1,0.39,975,959,472,467,hot,assembly,pasta bowl,0.197,after_entree,1,110,206,0,line_reposition,0.04,0.06,0.32,0.04,0.32,0.06,0.022,0
2025-10-09,42,Thursday,2,pasta bowl,hot entree,entree,0,0,180,180,169,0,0,0,0,1.03,975,959,472,467,hot,assembly,pasta bowl,0.36,entree_station,1,110,206,0,line_reposition,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2025-10-09,42,Thursday,2,veggie wrap,cold entree,entree,1,1,91,91,90,19,8,3,8,0.96,975,959,472,467,hot,assembly,pasta bowl,0.172,entree_station,1,110,206,0,line_reposition,3.3,6.05,19.25,0.3,1.75,0.55,0.2111,0
2025-10-10,43,Friday,1,white milk,cold beverage,milk,1,1,237,237,191,41,12,0,29,0.55,879,823,441,373,rainy,early_release,pasta bowl,0.5,after_entree,1,90,29,0,line_reposition,2.88,3.96,5.04,0.24,0.42,0.33,0.2147,1
2025-10-10,43,Friday,1,chocolate milk,cold beverage,milk,1,1,175,175,119,18,8,0,10,0.01,879,823,441,373,rainy,early_release,pasta bowl,0.355,after_entree,1,90,29,0,line_reposition,1.92,2.72,3.52,0.24,0.44,0.34,0.1513,0
2025-10-10,43,Friday,1,apple,whole fruit,fruit,1,0,199,199,176,42,17,0,25,0.22,879,823,441,373,rainy,early_release,pasta bowl,0.401,after_entree,1,90,29,0,line_reposition,3.06,1.36,6.12,0.18,0.36,0.08,0.2386,1
2025-10-10,43,Friday,1,banana,whole fruit,fruit,1,0,168,168,101,19,4,0,15,0.0,879,823,441,373,rainy,early_release,pasta bowl,0.308,after_entree,1,90,29,0,line_reposition,0.56,0.28,1.36,0.14,0.34,0.07,0.1881,0
2025-10-10,43,Friday,1,fruit cup,sealed side,fruit,1,0,121,121,80,6,3,0,3,0.35,879,823,441,373,rainy,early_release,pasta bowl,0.249,after_entree,1,90,29,0,line_reposition,0.36,0.3,1.65,0.12,0.55,0.1,0.075,0
2025-10-10,43,Friday,1,baby carrots,sealed side,vegetable,1,0,126,126,92,16,3,0,13,0.94,879,823,441,373,rainy,early_release,pasta bowl,0.262,after_entree,1,90,29,0,line_reposition,0.27,0.18,1.14,0.09,0.38,0.06,0.1739,0
2025-10-10,43,Friday,1,yogurt cup,sealed side,protein side,1,1,90,90,71,8,5,0,3,0.0,879,823,441,373,rainy,early_release,pasta bowl,0.181,after_entree,1,90,29,0,line_reposition,0.85,1.25,3.5,0.17,0.7,0.25,0.1127,0
2025-10-10,43,Friday,1,granola pack,sealed side,grain,1,0,83,83,71,5,4,0,1,0.0,879,823,441,373,rainy,early_release,pasta bowl,0.197,after_entree,1,90,29,0,line_reposition,0.16,0.24,1.28,0.04,0.32,0.06,0.0704,0
2025-10-10,43,Friday,1,pasta bowl,hot entree,entree,0,0,164,164,134,0,0,0,0,0.43,879,823,441,373,rainy,early_release,pasta bowl,0.36,entree_station,1,90,29,0,line_reposition,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2025-10-10,43,Friday,1,veggie wrap,cold entree,entree,1,1,79,79,65,13,8,0,5,0.0,879,823,441,373,rainy,early_release,pasta bowl,0.172,entree_station,1,90,29,0,line_reposition,2.4,4.4,14.0,0.3,1.75,0.55,0.2,0
2025-10-10,43,Friday,2,white milk,cold beverage,milk,1,1,233,233,229,72,24,0,48,1.62,879,823,427,398,rainy,early_release,pasta bowl,0.515,after_entree,1,90,29,0,line_reposition,5.76,7.92,10.08,0.24,0.42,0.33,0.3144,1
2025-10-10,43,Friday,2,chocolate milk,cold beverage,milk,1,1,163,163,143,21,8,0,13,0.73,879,823,427,398,rainy,early_release,pasta bowl,0.355,after_entree,1,90,29,0,line_reposition,1.92,2.72,3.52,0.24,0.44,0.34,0.1469,1
2025-10-10,43,Friday,2,apple,whole fruit,fruit,1,0,188,188,178,43,18,0,25,0.42,879,823,427,398,rainy,early_release,pasta bowl,0.413,after_entree,1,90,29,0,line_reposition,3.24,1.44,6.48,0.18,0.36,0.08,0.2416,1
2025-10-10,43,Friday,2,banana,whole fruit,fruit,1,0,142,142,123,33,14,0,19,0.0,879,823,427,398,rainy,early_release,pasta bowl,0.308,after_entree,1,90,29,0,line_reposition,1.96,0.98,4.76,0.14,0.34,0.07,0.2683,1
2025-10-10,43,Friday,2,fruit cup,sealed side,fruit,1,0,119,119,90,13,3,0,10,0.02,879,823,427,398,rainy,early_release,pasta bowl,0.257,after_entree,1,90,29,0,line_reposition,0.36,0.3,1.65,0.12,0.55,0.1,0.1444,0
2025-10-10,43,Friday,2,baby carrots,sealed side,vegetable,1,0,112,112,105,28,12,0,16,0.0,879,823,427,398,rainy,early_release,pasta bowl,0.262,after_entree,1,90,29,0,line_reposition,1.08,0.72,4.56,0.09,0.38,0.06,0.2667,1
2025-10-10,43,Friday,2,yogurt cup,sealed side,protein side,1,1,83,83,80,10,3,0,7,0.5,879,823,427,398,rainy,early_release,pasta bowl,0.181,after_entree,1,90,29,0,line_reposition,0.51,0.75,2.1,0.17,0.7,0.25,0.125,0
2025-10-10,43,Friday,2,granola pack,sealed side,grain,1,0,89,89,75,10,4,0,6,0.0,879,823,427,398,rainy,early_release,pasta bowl,0.197,after_entree,1,90,29,0,line_reposition,0.16,0.24,1.28,0.04,0.32,0.06,0.1333,0
2025-10-10,43,Friday,2,pasta bowl,hot entree,entree,0,0,163,163,136,0,0,0,0,1.1,879,823,427,398,rainy,early_release,pasta bowl,0.36,entree_station,1,90,29,0,line_reposition,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2025-10-10,43,Friday,2,veggie wrap,cold entree,entree,1,1,77,77,67,17,9,0,8,1.25,879,823,427,398,rainy,early_release,pasta bowl,0.172,entree_station,1,90,29,0,line_reposition,2.7,4.95,15.75,0.3,1.75,0.55,0.2537,0
2025-10-13,44,Monday,1,white milk,cold beverage,milk,1,1,317,317,278,63,24,11,28,1.6,1017,1013,532,504,cold,normal,pasta bowl,0.543,before_cashier,1,110,109,0,none,8.4,11.55,14.7,0.24,0.42,0.33,0.2266,1
2025-10-13,44,Monday,1,chocolate milk,cold beverage,milk,1,1,210,210,198,31,12,8,11,0.62,1017,1013,532,504,cold,normal,pasta bowl,0.385,before_cashier,1,110,109,0,none,4.8,6.8,8.8,0.24,0.44,0.34,0.1566,1
2025-10-13,44,Monday,1,apple,whole fruit,fruit,1,0,236,236,203,63,25,9,29,0.0,1017,1013,532,504,cold,normal,pasta bowl,0.436,before_cashier,1,110,109,0,none,6.12,2.72,12.24,0.18,0.36,0.08,0.3103,1
2025-10-13,44,Monday,1,banana,whole fruit,fruit,1,0,200,200,185,24,8,5,11,0.91,1017,1013,532,504,cold,normal,pasta bowl,0.335,before_cashier,1,110,109,0,none,1.82,0.91,4.42,0.14,0.34,0.07,0.1297,1
2025-10-13,44,Monday,1,fruit cup,sealed side,fruit,1,0,143,143,127,13,6,3,4,0.0,1017,1013,532,504,cold,normal,pasta bowl,0.271,after_entree,1,110,109,0,none,1.08,0.9,4.95,0.12,0.55,0.1,0.1024,0
2025-10-13,44,Monday,1,baby carrots,sealed side,vegetable,1,0,143,143,118,25,7,4,14,0.0,1017,1013,532,504,cold,normal,pasta bowl,0.262,before_cashier,1,110,109,0,none,0.99,0.66,4.18,0.09,0.38,0.06,0.2119,1
2025-10-13,44,Monday,1,yogurt cup,sealed side,protein side,1,1,103,103,97,6,4,0,2,0.09,1017,1013,532,504,cold,normal,pasta bowl,0.181,after_entree,1,110,109,0,none,0.68,1.0,2.8,0.17,0.7,0.25,0.0619,0
2025-10-13,44,Monday,1,granola pack,sealed side,grain,1,0,115,115,96,1,0,1,0,0.1,1017,1013,532,504,cold,normal,pasta bowl,0.197,after_entree,1,110,109,0,none,0.04,0.06,0.32,0.04,0.32,0.06,0.0104,0
2025-10-13,44,Monday,1,pasta bowl,hot entree,entree,0,0,192,192,163,0,0,0,0,2.29,1017,1013,532,504,cold,normal,pasta bowl,0.36,entree_station,1,110,109,0,none,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2025-10-13,44,Monday,1,veggie wrap,cold entree,entree,1,1,98,98,80,10,3,0,7,0.0,1017,1013,532,504,cold,normal,pasta bowl,0.172,entree_station,1,110,109,0,none,0.9,1.65,5.25,0.3,1.75,0.55,0.125,0
2025-10-13,44,Monday,2,white milk,cold beverage,milk,1,1,318,318,288,61,23,4,34,0.0,1017,1013,508,482,cold,normal,pasta bowl,0.559,before_cashier,1,110,109,0,none,6.48,8.91,11.34,0.24,0.42,0.33,0.2118,1
2025-10-13,44,Monday,2,chocolate milk,cold beverage,milk,1,1,209,209,153,24,12,4,8,0.36,1017,1013,508,482,cold,normal,pasta bowl,0.385,before_cashier,1,110,109,0,none,3.84,5.44,7.04,0.24,0.44,0.34,0.1569,1
2025-10-13,44,Monday,2,apple,whole fruit,fruit,1,0,246,246,230,64,27,10,27,0.27,1017,1013,508,482,cold,normal,pasta bowl,0.449,before_cashier,1,110,109,0,none,6.66,2.96,13.32,0.18,0.36,0.08,0.2783,1
2025-10-13,44,Monday,2,banana,whole fruit,fruit,1,0,198,198,144,39,14,6,19,1.04,1017,1013,508,482,cold,normal,pasta bowl,0.335,before_cashier,1,110,109,0,none,2.8,1.4,6.8,0.14,0.34,0.07,0.2708,1
2025-10-13,44,Monday,2,fruit cup,sealed side,fruit,1,0,158,158,135,10,3,1,6,0.15,1017,1013,508,482,cold,normal,pasta bowl,0.279,after_entree,1,110,109,0,none,0.48,0.4,2.2,0.12,0.55,0.1,0.0741,0
2025-10-13,44,Monday,2,baby carrots,sealed side,vegetable,1,0,134,134,134,34,12,5,17,0.0,1017,1013,508,482,cold,normal,pasta bowl,0.262,before_cashier,1,110,109,1,none,1.53,1.02,6.46,0.09,0.38,0.06,0.2537,1
2025-10-13,44,Monday,2,yogurt cup,sealed side,protein side,1,1,102,102,71,7,1,1,5,0.0,1017,1013,508,482,cold,normal,pasta bowl,0.181,after_entree,1,110,109,0,none,0.34,0.5,1.4,0.17,0.7,0.25,0.0986,0
2025-10-13,44,Monday,2,granola pack,sealed side,grain,1,0,107,107,94,6,3,2,1,0.58,1017,1013,508,482,cold,normal,pasta bowl,0.197,after_entree,1,110,109,0,none,0.2,0.3,1.6,0.04,0.32,0.06,0.0638,0
2025-10-13,44,Monday,2,pasta bowl,hot entree,entree,0,0,211,211,181,0,0,0,0,2.64,1017,1013,508,482,cold,normal,pasta bowl,0.36,entree_station,1,110,109,0,none,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2025-10-13,44,Monday,2,veggie wrap,cold entree,entree,1,1,96,96,76,13,4,1,8,1.0,1017,1013,508,482,cold,normal,pasta bowl,0.172,entree_station,1,110,109,0,none,1.5,2.75,8.75,0.3,1.75,0.55,0.1711,0
2025-10-14,45,Tuesday,1,white milk,cold beverage,milk,1,1,317,317,274,81,40,16,25,0.63,982,965,531,492,normal,exam_day,pasta bowl,0.543,before_cashier,1,90,197,0,share_cooler,13.44,18.48,23.52,0.24,0.42,0.33,0.2956,1
2025-10-14,45,Tuesday,1,chocolate milk,cold beverage,milk,1,1,222,222,165,37,19,7,11,2.04,982,965,531,492,normal,exam_day,pasta bowl,0.385,before_cashier,1,90,197,0,share_cooler,6.24,8.84,11.44,0.24,0.44,0.34,0.2242,1
2025-10-14,45,Tuesday,1,apple,whole fruit,fruit,1,0,244,244,201,59,30,13,16,0.58,982,965,531,492,normal,exam_day,pasta bowl,0.436,before_cashier,1,90,197,0,share_cooler,7.74,3.44,15.48,0.18,0.36,0.08,0.2935,1
2025-10-14,45,Tuesday,1,banana,whole fruit,fruit,1,0,199,199,142,33,16,7,10,2.09,982,965,531,492,normal,exam_day,pasta bowl,0.335,before_cashier,1,90,197,0,share_cooler,3.22,1.61,7.82,0.14,0.34,0.07,0.2324,1
2025-10-14,45,Tuesday,1,fruit cup,sealed side,fruit,1,0,160,160,107,22,10,3,9,0.0,982,965,531,492,normal,exam_day,pasta bowl,0.271,after_entree,1,90,197,0,share_cooler,1.56,1.3,7.15,0.12,0.55,0.1,0.2056,1
2025-10-14,45,Tuesday,1,baby carrots,sealed side,vegetable,1,0,152,152,138,24,11,6,7,0.0,982,965,531,492,normal,exam_day,pasta bowl,0.262,before_cashier,1,90,197,0,share_cooler,1.53,1.02,6.46,0.09,0.38,0.06,0.1739,1
2025-10-14,45,Tuesday,1,yogurt cup,sealed side,protein side,1,1,110,110,80,5,1,2,2,0.48,982,965,531,492,normal,exam_day,pasta bowl,0.181,after_entree,1,90,197,0,share_cooler,0.51,0.75,2.1,0.17,0.7,0.25,0.0625,0
2025-10-14,45,Tuesday,1,granola pack,sealed side,grain,1,0,107,107,107,7,6,1,0,0.0,982,965,531,492,normal,exam_day,pasta bowl,0.197,after_entree,1,90,197,0,share_cooler,0.28,0.42,2.24,0.04,0.32,0.06,0.0654,0
2025-10-14,45,Tuesday,1,pasta bowl,hot entree,entree,0,0,197,197,184,0,0,0,0,4.72,982,965,531,492,normal,exam_day,pasta bowl,0.36,entree_station,1,90,197,0,share_cooler,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2025-10-14,45,Tuesday,1,veggie wrap,cold entree,entree,1,1,95,95,85,12,9,0,3,0.56,982,965,531,492,normal,exam_day,pasta bowl,0.172,entree_station,1,90,197,0,share_cooler,2.7,4.95,15.75,0.3,1.75,0.55,0.1412,0
2025-10-14,45,Tuesday,2,white milk,cold beverage,milk,1,1,334,334,278,71,40,14,17,0.0,982,965,467,471,normal,exam_day,pasta bowl,0.559,before_cashier,1,90,197,0,share_cooler,12.96,17.82,22.68,0.24,0.42,0.33,0.2554,1
2025-10-14,45,Tuesday,2,chocolate milk,cold beverage,milk,1,1,192,192,172,33,19,9,5,1.48,982,965,467,471,normal,exam_day,pasta bowl,0.385,before_cashier,1,90,197,0,share_cooler,6.72,9.52,12.32,0.24,0.44,0.34,0.1919,1
2025-10-14,45,Tuesday,2,apple,whole fruit,fruit,1,0,225,225,219,67,36,12,19,0.89,982,965,467,471,normal,exam_day,pasta bowl,0.449,before_cashier,1,90,197,0,share_cooler,8.64,3.84,17.28,0.18,0.36,0.08,0.3059,1
2025-10-14,45,Tuesday,2,banana,whole fruit,fruit,1,0,174,174,165,46,26,9,11,0.0,982,965,467,471,normal,exam_day,pasta bowl,0.335,before_cashier,1,90,197,0,share_cooler,4.9,2.45,11.9,0.14,0.34,0.07,0.2788,1
2025-10-14,45,Tuesday,2,fruit cup,sealed side,fruit,1,0,146,146,119,11,8,2,1,0.0,982,965,467,471,normal,exam_day,pasta bowl,0.279,after_entree,1,90,197,0,share_cooler,1.2,1.0,5.5,0.12,0.55,0.1,0.0924,0
2025-10-14,45,Tuesday,2,baby carrots,sealed side,vegetable,1,0,125,125,125,32,18,8,6,0.64,982,965,467,471,normal,exam_day,pasta bowl,0.262,before_cashier,1,90,197,0,share_cooler,2.34,1.56,9.88,0.09,0.38,0.06,0.256,1
2025-10-14,45,Tuesday,2,yogurt cup,sealed side,protein side,1,1,90,90,83,6,2,3,1,0.56,982,965,467,471,normal,exam_day,pasta bowl,0.181,after_entree,1,90,197,0,share_cooler,0.85,1.25,3.5,0.17,0.7,0.25,0.0723,0
2025-10-14,45,Tuesday,2,granola pack,sealed side,grain,1,0,104,104,88,4,3,1,0,0.06,982,965,467,471,normal,exam_day,pasta bowl,0.197,after_entree,1,90,197,0,share_cooler,0.16,0.24,1.28,0.04,0.32,0.06,0.0455,0
2025-10-14,45,Tuesday,2,pasta bowl,hot entree,entree,0,0,194,194,157,0,0,0,0,2.78,982,965,467,471,normal,exam_day,pasta bowl,0.36,entree_station,1,90,197,0,share_cooler,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2025-10-14,45,Tuesday,2,veggie wrap,cold entree,entree,1,1,86,86,64,12,7,2,3,0.0,982,965,467,471,normal,exam_day,pasta bowl,0.172,entree_station,1,90,197,0,share_cooler,2.7,4.95,15.75,0.3,1.75,0.55,0.1875,0
2025-10-15,46,Wednesday,1,white milk,cold beverage,milk,1,1,286,286,286,54,19,15,20,0.0,1003,998,527,526,hot,normal,rice bowl,0.533,before_cashier,1,45,201,1,none,8.16,11.22,14.28,0.24,0.42,0.33,0.1888,1
2025-10-15,46,Wednesday,1,chocolate milk,cold beverage,milk,1,1,216,216,171,15,7,5,3,0.0,1003,998,527,526,hot,normal,rice bowl,0.378,before_cashier,1,45,201,0,none,2.88,4.08,5.28,0.24,0.44,0.34,0.0877,0
2025-10-15,46,Wednesday,1,apple,whole fruit,fruit,1,0,262,262,215,65,33,16,16,0.0,1003,998,527,526,hot,normal,rice bowl,0.436,before_cashier,1,45,201,0,none,8.82,3.92,17.64,0.18,0.36,0.08,0.3023,1
2025-10-15,46,Wednesday,1,banana,whole fruit,fruit,1,0,180,180,180,31,12,8,11,0.0,1003,998,527,526,hot,normal,rice bowl,0.335,before_cashier,1,45,201,1,none,2.8,1.4,6.8,0.14,0.34,0.07,0.1722,1
2025-10-15,46,Wednesday,1,fruit cup,sealed side,fruit,1,0,151,151,139,4,3,1,0,0.64,1003,998,527,526,hot,normal,rice bowl,0.271,after_entree,1,45,201,0,none,0.48,0.4,2.2,0.12,0.55,0.1,0.0288,0
2025-10-15,46,Wednesday,1,baby carrots,sealed side,vegetable,1,0,149,149,133,31,12,7,12,0.56,1003,998,527,526,hot,normal,rice bowl,0.262,before_cashier,1,45,201,0,none,1.71,1.14,7.22,0.09,0.38,0.06,0.2331,1
2025-10-15,46,Wednesday,1,yogurt cup,sealed side,protein side,1,1,98,98,98,6,1,3,2,0.37,1003,998,527,526,hot,normal,rice bowl,0.181,after_entree,1,45,201,0,none,0.68,1.0,2.8,0.17,0.7,0.25,0.0612,0
2025-10-15,46,Wednesday,1,granola pack,sealed side,grain,1,0,106,106,106,0,0,0,0,0.0,1003,998,527,526,hot,normal,rice bowl,0.197,after_entree,1,45,201,1,none,0.0,0.0,0.0,0.04,0.32,0.06,0.0,0
2025-10-15,46,Wednesday,1,veggie wrap,cold entree,entree,1,1,104,104,89,18,7,6,5,0.9,1003,998,527,526,hot,normal,rice bowl,0.172,entree_station,1,45,201,0,none,3.9,7.15,22.75,0.3,1.75,0.55,0.2022,0
2025-10-15,46,Wednesday,1,rice bowl,hot entree,entree,0,0,196,196,178,0,0,0,0,1.91,1003,998,527,526,hot,normal,rice bowl,0.341,entree_station,1,45,201,0,none,0.0,0.0,0.0,0.36,1.62,0.62,0.0,0
2025-10-15,46,Wednesday,2,white milk,cold beverage,milk,1,1,286,286,286,65,25,10,30,0.04,1003,998,469,503,hot,normal,rice bowl,0.549,after_entree,1,45,201,0,line_reposition,8.4,11.55,14.7,0.24,0.42,0.33,0.2273,1
2025-10-15,46,Wednesday,2,chocolate milk,cold beverage,milk,1,1,197,197,197,23,4,10,9,0.07,1003,998,469,503,hot,normal,rice bowl,0.378,after_entree,1,45,201,0,line_reposition,3.36,4.76,6.16,0.24,0.44,0.34,0.1168,0
2025-10-15,46,Wednesday,2,apple,whole fruit,fruit,1,0,216,216,216,36,12,13,11,0.0,1003,998,469,503,hot,normal,rice bowl,0.449,after_entree,1,45,201,1,line_reposition,4.5,2.0,9.0,0.18,0.36,0.08,0.1667,1
2025-10-15,46,Wednesday,2,banana,whole fruit,fruit,1,0,162,162,162,22,10,4,8,1.47,1003,998,469,503,hot,normal,rice bowl,0.335,after_entree,1,45,201,0,line_reposition,1.96,0.98,4.76,0.14,0.34,0.07,0.1358,1
